ReleaseDate,AreaOfInterest,None,D0,D1,D2,D3,D4,ValidStart,ValidEnd,StatisticFormatID
20110118,TOTAL,"193,858,193.62","48,824,449.90","45,712,341.15","14,981,050.29","7,796,200.95",0.00,2011-01-18,2011-01-24,2
20110111,TOTAL,"196,355,440.96","45,056,387.61","48,029,263.01","13,485,547.16","8,245,597.16",0.00,2011-01-11,2011-01-17,2
20110104,TOTAL,"200,494,278.34","47,086,535.61","41,373,016.58","14,646,552.82","7,571,852.55",0.00,2011-01-04,2011-01-10,2
20101228,TOTAL,"185,631,709.31","55,296,591.47","47,318,971.77","16,566,225.82","6,358,737.53",0.00,2010-12-28,2011-01-03,2
20101221,TOTAL,"186,008,945.85","56,437,488.10","47,397,954.26","15,937,178.33","5,390,669.36",0.00,2010-12-21,2010-12-27,2
20101214,TOTAL,"189,873,596.19","59,071,599.91","44,639,277.10","13,104,518.54","4,483,244.16",0.00,2010-12-14,2010-12-20,2
20101207,TOTAL,"176,231,118.38","74,522,816.47","42,550,967.89","14,199,163.84","3,664,347.65","3,821.68",2010-12-07,2010-12-13,2
20101130,TOTAL,"181,140,668.45","75,456,278.72","40,728,151.78","11,220,702.11","2,620,963.11","5,471.75",2010-11-30,2010-12-06,2
20101123,TOTAL,"183,735,302.54","69,477,126.92","37,301,916.04","17,650,782.31","3,001,636.34","5,471.75",2010-11-23,2010-11-29,2
20101116,TOTAL,"185,218,584.42","75,406,469.02","30,938,580.75","16,318,828.99","3,284,300.98","5,471.75",2010-11-16,2010-11-22,2
20101109,TOTAL,"199,421,076.91","61,041,806.90","30,254,526.11","16,986,066.69","3,458,494.03","10,265.25",2010-11-09,2010-11-15,2
20101102,TOTAL,"194,861,386.60","64,973,270.79","30,435,204.44","17,374,895.94","3,517,212.48","10,265.65",2010-11-02,2010-11-08,2
20101026,TOTAL,"205,466,258.64","55,299,649.23","32,607,274.25","15,179,813.54","2,600,266.49","18,973.77",2010-10-26,2010-11-01,2
20101019,TOTAL,"196,650,934.32","68,765,701.70","29,033,687.85","14,775,028.01","1,927,910.26","18,973.77",2010-10-19,2010-10-25,2
20101012,TOTAL,"187,931,520.57","82,997,215.03","29,746,751.79","9,282,354.44","1,195,420.31","18,973.77",2010-10-12,2010-10-18,2
20101005,TOTAL,"198,137,836.86","78,990,805.73","27,517,739.76","5,822,608.44","688,093.44","15,151.67",2010-10-05,2010-10-11,2
20100928,TOTAL,"163,523,836.74","90,903,013.05","46,096,827.32","9,728,021.71","905,385.01","15,152.08",2010-09-28,2010-10-04,2
20100921,TOTAL,"173,366,103.43","82,629,720.37","44,598,880.14","9,660,502.25","901,877.65","15,152.07",2010-09-21,2010-09-27,2
20100914,TOTAL,"185,365,471.31","84,082,487.19","34,782,352.73","6,234,305.50","692,467.08","15,152.08",2010-09-14,2010-09-20,2
20100907,TOTAL,"204,045,030.16","83,198,662.17","17,487,531.54","5,733,392.87","692,467.08","15,152.08",2010-09-07,2010-09-13,2
20100831,TOTAL,"205,161,966.32","84,922,329.39","17,297,797.96","3,419,769.95","355,220.20","15,152.08",2010-08-31,2010-09-06,2
20100824,TOTAL,"221,315,662.89","71,592,933.81","14,606,217.88","3,287,049.04","355,220.20","15,152.08",2010-08-24,2010-08-30,2
20100817,TOTAL,"212,114,791.70","61,596,210.55","33,402,636.57","3,688,224.81","355,220.20","15,152.08",2010-08-17,2010-08-23,2
20100810,TOTAL,"222,289,013.04","66,927,599.11","17,659,079.47","3,655,020.21","626,371.99","15,152.08",2010-08-10,2010-08-16,2
20100803,TOTAL,"225,797,187.86","65,819,177.49","15,248,486.10","3,665,860.39","626,371.99","15,152.08",2010-08-03,2010-08-09,2
20100727,TOTAL,"223,699,073.59","66,051,887.49","19,038,730.43","1,773,173.81","594,218.50","15,152.08",2010-07-27,2010-08-02,2
20100720,TOTAL,"219,900,961.34","69,899,222.14","19,853,050.69","931,274.82","572,574.82","15,152.08",2010-07-20,2010-07-26,2
20100713,TOTAL,"225,020,077.11","59,449,310.91","24,376,066.80","1,731,475.87","580,198.48","15,106.74",2010-07-13,2010-07-19,2
20100706,TOTAL,"228,841,446.48","64,549,496.14","15,424,184.13","1,761,803.93","580,197.90","15,107.32",2010-07-06,2010-07-12,2
20100629,TOTAL,"231,772,254.28","62,769,193.72","13,147,454.07","2,812,277.39","661,944.85","9,111.59",2010-06-29,2010-07-05,2
20100622,TOTAL,"264,163,370.34","32,168,135.36","13,085,308.02","1,269,434.18","477,856.79","9,111.59",2010-06-22,2010-06-28,2
20100615,TOTAL,"275,457,704.58","30,049,522.31","3,865,306.76","1,312,733.88","477,856.79","9,111.59",2010-06-15,2010-06-21,2
20100608,TOTAL,"276,211,548.72","26,779,522.13","6,030,229.87","1,663,966.80","477,856.79","9,111.59",2010-06-08,2010-06-14,2
20100601,TOTAL,"255,517,886.18","47,571,920.87","5,867,721.15","1,741,799.80","463,796.31","9,111.59",2010-06-01,2010-06-07,2
20100525,TOTAL,"277,841,047.80","27,199,428.75","4,877,444.24","1,048,330.20","196,873.31","9,111.59",2010-05-25,2010-05-31,2
20100518,TOTAL,"276,870,135.00","28,088,605.74","4,888,239.25","1,210,082.52","106,061.80","9,111.59",2010-05-18,2010-05-24,2
20100511,TOTAL,"254,660,686.55","46,161,478.07","9,220,481.04","1,030,315.49","90,163.17","9,111.59",2010-05-11,2010-05-17,2
20100504,TOTAL,"257,064,815.61","47,139,726.87","5,838,021.40","1,030,397.27","90,163.17","9,111.59",2010-05-04,2010-05-10,2
20100427,TOTAL,"259,799,696.44","44,562,710.13","5,671,694.22","1,038,860.35","90,163.17","9,111.59",2010-04-27,2010-05-03,2
20100420,TOTAL,"264,676,856.54","40,276,836.30","5,264,328.09","866,472.61","78,630.76","9,111.59",2010-04-20,2010-04-26,2
20100413,TOTAL,"267,629,532.86","38,680,770.54","3,980,199.54","793,990.60","78,630.76","9,111.59",2010-04-13,2010-04-19,2
20100406,TOTAL,"274,376,893.01","32,443,895.96","3,521,281.17","742,423.42","78,630.76","9,111.59",2010-04-06,2010-04-12,2
20100330,TOTAL,"281,991,139.18","25,069,532.13","3,270,321.32","739,777.87","90,569.10","10,896.31",2010-03-30,2010-04-05,2
20100323,TOTAL,"276,195,705.70","30,770,465.95","3,305,331.04","799,267.82","90,569.09","10,896.31",2010-03-23,2010-03-29,2
20100316,TOTAL,"275,037,944.36","31,938,625.52","3,275,960.03","814,788.95","92,685.08","12,231.98",2010-03-16,2010-03-22,2
20100309,TOTAL,"272,065,633.44","34,510,821.74","3,656,596.48","834,038.78","85,978.83","19,166.64",2010-03-09,2010-03-15,2
20100302,TOTAL,"278,842,229.74","25,302,075.41","6,365,370.89","594,606.26","48,807.56","19,146.05",2010-03-02,2010-03-08,2
20100223,TOTAL,"276,834,833.92","26,469,368.04","7,189,556.60","620,675.67","57,801.67",0.00,2010-02-23,2010-03-01,2
20100216,TOTAL,"276,511,178.11","27,008,230.31","7,021,352.05","573,673.76","57,801.67",0.00,2010-02-16,2010-02-22,2
20100209,TOTAL,"270,196,909.31","33,557,759.87","6,845,146.54","514,616.34","57,803.84",0.00,2010-02-09,2010-02-15,2
20100202,TOTAL,"270,130,470.80","30,599,352.67","9,848,244.70","536,366.06","57,801.67",0.00,2010-02-02,2010-02-08,2
20100126,TOTAL,"268,726,313.47","31,018,402.29","10,587,764.89","752,600.48","87,154.77",0.00,2010-01-26,2010-02-01,2
20100119,TOTAL,"250,003,039.12","25,659,752.20","25,477,742.67","9,885,519.57","146,182.36",0.00,2010-01-19,2010-01-25,2
20100112,TOTAL,"249,748,334.33","21,033,058.20","22,840,325.08","17,404,335.93","146,182.36",0.00,2010-01-12,2010-01-18,2
20100105,TOTAL,"253,196,253.74","17,878,214.14","26,792,940.14","13,234,879.77","69,948.11",0.00,2010-01-05,2010-01-11,2
20091229,TOTAL,"253,403,429.54","17,900,796.81","26,579,373.21","13,222,416.51","66,219.84",0.00,2009-12-29,2010-01-04,2
20091222,TOTAL,"253,175,938.04","17,819,583.36","26,888,078.15","13,222,416.51","66,219.84",0.00,2009-12-22,2009-12-28,2
20091215,TOTAL,"252,981,350.11","17,537,833.33","27,223,340.11","13,363,492.51","66,219.84",0.00,2009-12-15,2009-12-21,2
20091208,TOTAL,"250,765,161.71","18,012,072.87","21,739,121.81","20,468,515.26","187,364.26",0.00,2009-12-08,2009-12-14,2
20091201,TOTAL,"244,483,728.16","23,312,530.71","22,720,097.52","20,205,653.86","450,225.66",0.00,2009-12-01,2009-12-07,2
20091124,TOTAL,"241,692,375.30","26,224,032.58","22,532,414.64","20,129,022.45","322,518.12","271,872.81",2009-11-24,2009-11-30,2
20091117,TOTAL,"238,017,232.21","29,104,336.72","26,106,367.49","17,331,774.03","215,107.93","397,417.54",2009-11-17,2009-11-23,2
20091110,TOTAL,"232,321,843.84","32,977,544.38","28,659,254.71","16,595,894.16","220,281.28","397,417.54",2009-11-10,2009-11-16,2
20091103,TOTAL,"233,140,788.48","32,539,282.60","28,232,497.37","16,589,409.19","272,840.73","397,417.54",2009-11-03,2009-11-09,2
20091027,TOTAL,"229,210,334.52","39,021,028.11","25,638,147.81","16,633,004.08","272,303.84","397,417.54",2009-10-27,2009-11-02,2
20091020,TOTAL,"223,932,926.79","41,358,509.22","26,402,591.98","18,674,190.02","328,299.15","475,718.74",2009-10-20,2009-10-26,2
20091013,TOTAL,"221,776,668.18","37,940,322.76","18,819,988.48","31,875,849.01","283,688.73","475,718.74",2009-10-13,2009-10-19,2
20091006,TOTAL,"217,145,688.43","39,558,773.50","22,350,666.12","31,224,847.49","416,541.61","475,718.74",2009-10-06,2009-10-12,2
20090929,TOTAL,"211,064,967.75","41,004,227.51","22,847,901.14","31,987,468.57","3,549,332.84","718,338.10",2009-09-29,2009-10-05,2
20090922,TOTAL,"200,384,618.53","48,508,726.66","26,148,882.49","30,955,313.00","4,151,625.41","1,023,069.81",2009-09-22,2009-09-28,2
20090915,TOTAL,"207,114,013.97","42,771,890.53","26,504,727.48","29,888,791.14","3,772,317.75","1,120,495.03",2009-09-15,2009-09-21,2
20090908,TOTAL,"209,406,048.70","40,986,059.45","24,565,390.06","28,838,799.71","1,878,086.63","5,497,851.35",2009-09-08,2009-09-14,2
20090901,TOTAL,"215,742,175.39","34,491,350.70","23,718,931.72","29,066,650.03","2,407,064.48","5,746,063.59",2009-09-01,2009-09-07,2
20090825,TOTAL,"210,953,492.81","39,717,468.41","23,267,519.95","29,080,626.66","1,846,745.15","6,306,382.91",2009-08-25,2009-08-31,2
20090818,TOTAL,"198,020,217.05","55,918,953.66","18,249,293.44","29,583,661.41","3,594,529.15","5,805,581.20",2009-08-18,2009-08-24,2
20090811,TOTAL,"202,322,377.58","52,518,997.26","17,524,790.98","29,608,942.17","4,415,700.29","4,781,427.61",2009-08-11,2009-08-17,2
20090804,TOTAL,"202,367,129.07","51,283,088.03","16,972,446.86","31,352,444.04","4,415,700.29","4,781,427.61",2009-08-04,2009-08-10,2
20090728,TOTAL,"198,980,117.20","53,995,244.68","14,724,423.00","35,762,338.93","2,786,957.43","4,923,154.67",2009-07-28,2009-08-03,2
20090721,TOTAL,"189,030,662.87","63,136,119.61","15,372,836.20","35,382,995.39","4,009,984.88","4,239,636.95",2009-07-21,2009-07-27,2
20090714,TOTAL,"203,519,486.37","47,917,402.37","16,394,528.12","33,632,400.89","4,708,104.78","5,000,313.37",2009-07-14,2009-07-20,2
20090707,TOTAL,"213,462,347.02","39,061,112.00","17,563,877.25","33,374,082.32","3,995,593.35","3,715,223.97",2009-07-07,2009-07-13,2
20090630,TOTAL,"226,596,367.95","26,197,502.20","21,529,557.67","31,026,921.02","2,228,421.78","3,593,465.28",2009-06-30,2009-07-06,2
20090623,TOTAL,"227,276,125.15","25,962,507.60","22,317,692.54","30,387,795.29","2,459,614.83","2,768,500.48",2009-06-23,2009-06-29,2
20090616,TOTAL,"221,651,514.38","39,860,008.49","14,195,259.36","30,214,028.50","2,597,229.22","2,654,195.97",2009-06-16,2009-06-22,2
20090609,TOTAL,"220,728,455.82","40,238,786.96","14,703,129.33","30,238,494.51","2,609,173.31","2,654,195.97",2009-06-09,2009-06-15,2
20090602,TOTAL,"233,113,780.40","27,879,090.05","14,233,534.07","30,736,945.55","2,858,293.18","2,350,592.65",2009-06-02,2009-06-08,2
20090526,TOTAL,"228,657,172.34","29,892,260.06","33,281,825.80","14,231,666.34","3,024,144.01","2,085,167.35",2009-05-26,2009-06-01,2
20090519,TOTAL,"223,350,381.82","25,795,996.99","34,211,358.32","20,858,582.19","3,574,592.39","3,381,324.19",2009-05-19,2009-05-25,2
20090512,TOTAL,"216,541,955.15","28,520,337.57","31,560,289.79","20,908,131.13","9,816,677.75","3,824,844.51",2009-05-12,2009-05-18,2
20090505,TOTAL,"184,160,513.78","59,682,222.35","35,976,496.58","21,948,134.91","6,697,404.90","2,707,463.38",2009-05-05,2009-05-11,2
20090428,TOTAL,"156,595,414.74","85,635,233.08","37,050,908.51","23,536,763.43","5,646,452.75","2,707,463.38",2009-04-28,2009-05-04,2
20090421,TOTAL,"161,468,941.34","79,921,394.10","37,111,691.96","24,673,496.82","4,659,126.16","3,337,585.52",2009-04-21,2009-04-27,2
20090414,TOTAL,"153,910,937.36","86,663,276.07","37,306,936.02","26,180,044.24","3,811,172.68","3,299,869.53",2009-04-14,2009-04-20,2
20090407,TOTAL,"148,990,085.16","82,702,935.57","47,063,193.26","26,885,427.96","1,500,121.94","4,030,472.01",2009-04-07,2009-04-13,2
20090331,TOTAL,"136,457,642.66","93,983,457.49","55,639,135.20","19,561,406.60","1,500,121.94","4,030,472.01",2009-03-31,2009-04-06,2
20090324,TOTAL,"119,222,191.31","102,964,769.44","63,391,142.13","20,312,667.27","1,250,993.73","4,030,472.01",2009-03-24,2009-03-30,2
20090317,TOTAL,"157,166,051.62","71,451,010.13","56,363,674.53","19,970,033.05","2,190,994.56","4,030,472.01",2009-03-17,2009-03-23,2
20090310,TOTAL,"155,795,311.30","66,791,384.37","63,640,069.57","18,672,065.01","2,079,485.31","4,193,920.34",2009-03-10,2009-03-16,2
20090303,TOTAL,"158,572,636.19","56,520,624.73","65,870,860.06","23,861,467.00","2,152,727.59","4,193,920.34",2009-03-03,2009-03-09,2
20090224,TOTAL,"162,441,102.30","59,032,621.49","59,744,347.86","22,287,649.14","3,643,643.20","4,022,871.91",2009-02-24,2009-03-02,2
20090217,TOTAL,"162,873,817.27","64,769,667.03","56,415,721.67","19,258,525.22","3,831,632.80","4,022,871.91",2009-02-17,2009-02-23,2
20090210,TOTAL,"167,709,443.81","59,089,237.07","52,780,212.25","23,704,709.94","3,946,769.71","3,941,863.13",2009-02-10,2009-02-16,2
20090203,TOTAL,"188,077,664.66","48,309,716.23","45,116,112.61","21,779,065.94","3,994,922.99","3,894,753.48",2009-02-03,2009-02-09,2
20090127,TOTAL,"178,264,789.08","61,397,306.83","47,989,404.88","16,139,743.73","3,859,398.26","3,521,593.13",2009-01-27,2009-02-02,2
20090120,TOTAL,"193,025,365.39","52,929,864.67","42,721,686.02","15,570,133.51","3,403,593.19","3,521,593.13",2009-01-20,2009-01-26,2
20090113,TOTAL,"195,933,029.08","52,263,723.16","41,442,003.08","15,938,745.72","2,073,141.73","3,521,593.13",2009-01-13,2009-01-19,2
20090106,TOTAL,"194,904,120.31","48,157,828.24","46,255,710.96","15,666,260.53","2,666,722.72","3,521,593.13",2009-01-06,2009-01-12,2
20081230,TOTAL,"202,696,298.22","40,752,981.79","44,126,655.92","17,336,000.57","2,738,706.28","3,521,593.13",2008-12-30,2009-01-05,2
20081223,TOTAL,"193,946,346.03","47,330,069.00","44,850,721.04","18,292,379.81","3,231,126.91","3,521,593.13",2008-12-23,2008-12-29,2
20081216,TOTAL,"192,224,488.21","47,757,224.22","40,969,337.11","23,071,178.86","3,628,414.37","3,521,593.13",2008-12-16,2008-12-22,2
20081209,TOTAL,"184,757,396.35","48,615,531.13","39,550,648.40","27,312,745.04","5,277,206.82","5,658,708.18",2008-12-09,2008-12-15,2
20081202,TOTAL,"182,591,846.43","50,315,715.70","40,598,631.08","26,416,810.67","7,346,401.58","3,902,830.44",2008-12-02,2008-12-08,2
20081125,TOTAL,"188,270,076.60","45,403,640.54","38,827,310.21","27,486,646.46","8,367,340.52","2,817,221.58",2008-11-25,2008-12-01,2
20081118,TOTAL,"192,779,057.14","45,090,904.52","35,081,148.80","27,463,779.26","8,246,131.44","2,511,214.75",2008-11-18,2008-11-24,2
20081111,TOTAL,"190,109,074.54","45,572,159.59","36,803,896.37","27,721,312.00","8,454,578.65","2,511,214.75",2008-11-11,2008-11-17,2
20081104,TOTAL,"181,626,646.87","54,260,748.76","36,561,855.06","27,757,184.19","9,795,942.10","1,169,858.92",2008-11-04,2008-11-10,2
20081028,TOTAL,"188,906,116.02","46,054,987.77","34,346,652.82","32,850,357.59","8,024,363.79","989,757.92",2008-10-28,2008-11-03,2
20081021,TOTAL,"186,346,106.36","43,650,897.65","39,088,354.74","32,989,031.13","8,105,200.22","992,645.81",2008-10-21,2008-10-27,2
20081014,TOTAL,"189,523,284.88","44,962,063.08","35,135,563.70","32,453,480.82","8,105,197.62","992,645.81",2008-10-14,2008-10-20,2
20081007,TOTAL,"191,858,457.74","39,646,701.68","38,365,950.17","33,041,130.53","7,028,170.38","1,231,825.42",2008-10-07,2008-10-13,2
